ViPhOG	Best_taxon	Rank	Max_evalue
ViPhOG13845	Saphexavirus	Genus	3.3e-201
ViPhOG8882	Cytomegalovirus	Genus	5.3e-06
ViPhOG10875	Pegunavirus	Genus	1e-24
ViPhOG27088	Caeruleovirus	Genus	3.2e-43
ViPhOG11236	Parapoxvirus	Genus	5.9e-26
ViPhOG11171	Kostyavirus	Genus	9.1e-18
ViPhOG18253	Ithacavirus	Genus	3.2e-32
ViPhOG3711	Asfivirus	Genus	7.1e-10
ViPhOG3723	Asfivirus	Genus	0.00082
ViPhOG9845	Parapoxvirus	Genus	4.9e-27
ViPhOG6437	Betaarterivirus	Genus	4.4e-103
ViPhOG8051	Mimivirus	Genus	9.6e-43
ViPhOG672	Potyvirus	Genus	4.7e-138
ViPhOG16723	Kochikohdavirus	Genus	3.2e-29
ViPhOG10979	Bixzunavirus	Genus	7.7e-21
ViPhOG1589	Orthopoxvirus	Genus	9.2e-63
ViPhOG1543	Orthopoxvirus	Genus	5.2e-149
ViPhOG23394	Cytomegalovirus	Genus	1.5e-12
ViPhOG1102	Lymphocryptovirus	Genus	2.1e-17
ViPhOG424	Potyvirus	Genus	0.00026
ViPhOG25593	Lomovskayavirus	Genus	3.5e-107
ViPhOG8960	Cytomegalovirus	Genus	1.2e-08
ViPhOG28337	Seunavirus	Genus	6.2e-94
ViPhOG13773	Rogunavirus	Genus	4.3e-78
ViPhOG14418	Omegavirus	Genus	1.4e-17
ViPhOG11241	Parapoxvirus	Genus	3.9e-50
ViPhOG20161	Marseillevirus	Genus	5e-08
ViPhOG6765	Alcyoneusvirus	Genus	6.2e-40
ViPhOG7807	Mimivirus	Genus	1.2e-183
ViPhOG20602	Krischvirus	Genus	6.7e-46
ViPhOG4748	Varicellovirus	Genus	9.1e-23
ViPhOG13803	Webervirus	Genus	1.2e-33
ViPhOG1555	Orthopoxvirus	Genus	7.8e-151
ViPhOG2037	Lentivirus	Genus	2.1e-22
ViPhOG1083	Lymphocryptovirus	Genus	5.6e-28
ViPhOG27734	Chunghsingvirus	Genus	5.2e-50
ViPhOG3458	Avipoxvirus	Genus	6.4e-43
ViPhOG877	Simplexvirus	Genus	6e-63
ViPhOG8498	Cytomegalovirus	Genus	2.5e-73
ViPhOG517	Hepatovirus	Genus	4.1e-05
ViPhOG861	Simplexvirus	Genus	5.9e-27
ViPhOG3773	Asfivirus	Genus	4e-89
ViPhOG8565	Cytomegalovirus	Genus	5.4e-09
ViPhOG1664	Orthopoxvirus	Genus	3.1e-54
ViPhOG11767	Aviadenovirus	Genus	3.5e-06
ViPhOG6701	Tequintavirus	Genus	3e-16
ViPhOG27587	Chlorovirus	Genus	2e-10
ViPhOG3847	Asfivirus	Genus	4.4e-114
ViPhOG27591	Chlorovirus	Genus	1.5e-05
ViPhOG11643	Kagunavirus	Genus	1.9e-198
ViPhOG8063	Mimivirus	Genus	4.4e-38
ViPhOG7741	Mimivirus	Genus	4.9e-68
ViPhOG7415	Mimivirus	Genus	2e-195
ViPhOG697	Metapneumovirus	Genus	9.6e-70
ViPhOG6985	Mimivirus	Genus	1.1e-47
ViPhOG21696	Mapvirus	Genus	1.4e-57
ViPhOG12586	Iflavirus	Genus	6.1e-86
ViPhOG6975	Mimivirus	Genus	3.1e-10
ViPhOG3726	Asfivirus	Genus	1.2e-11
ViPhOG10884	Pegunavirus	Genus	4e-53
ViPhOG9529	Alphacoronavirus	Genus	2.4e-13
ViPhOG22887	Muromegalovirus	Genus	5.8e-14
ViPhOG14346	Fromanvirus	Genus	4.3e-69
ViPhOG6044	Orthopoxvirus	Genus	2.5e-47
ViPhOG17420	Mimivirus	Genus	2.9e-05
ViPhOG8574	Cytomegalovirus	Genus	5e-05
ViPhOG15132	Mimivirus	Genus	1.7e-17
ViPhOG24473	Titanvirus	Genus	4.7e-36
ViPhOG5945	Tidunavirus	Genus	2.4e-121
ViPhOG22587	Gaprivervirus	Genus	4.6e-19
ViPhOG8850	Alphatrevirus	Genus	1.3e-12
ViPhOG13657	Rubulavirus	Genus	4.6e-51
ViPhOG10281	Vhmlvirus	Genus	1.3e-33
ViPhOG16971	Orthopoxvirus	Genus	4.2e-10
ViPhOG6018	Orthopoxvirus	Genus	1.8e-32
ViPhOG235	Closterovirus	Genus	1.3e-71
ViPhOG6022	Orthopoxvirus	Genus	2.6e-42
ViPhOG30650	Betaentomopoxvirus	Genus	3.4e-65
ViPhOG20179	Marseillevirus	Genus	7.9e-22
ViPhOG20578	Slopekvirus	Genus	2.3e-30
ViPhOG16891	Phicbkvirus	Genus	7.7e-53
ViPhOG6678	Metapneumovirus	Genus	4.7e-37
ViPhOG7	Pegivirus	Genus	0.00049
ViPhOG1331	Sobemovirus	Genus	6.3e-10
ViPhOG12594	Mieseafarmvirus	Genus	1.9e-49
ViPhOG12514	Fromanvirus	Genus	2.2e-23
ViPhOG10983	Bixzunavirus	Genus	0.0
ViPhOG25925	Betaentomopoxvirus	Genus	1.6e-86
ViPhOG804	Simplexvirus	Genus	4e-05
ViPhOG16338	Teschovirus	Genus	1.2e-31
ViPhOG1719	Orthopoxvirus	Genus	9.6e-47
ViPhOG15634	Iltovirus	Genus	3e-16
ViPhOG24826	Nankokuvirus	Genus	7.6e-70
ViPhOG6763	Cetovirus	Genus	1.5e-110
ViPhOG21040	Agatevirus	Genus	3.6e-41
ViPhOG1530	Orthopoxvirus	Genus	6.1e-96
ViPhOG3228	Alphabaculovirus	Genus	2.2e-19
ViPhOG25561	Saphexavirus	Genus	5.3e-35
ViPhOG18702	Betatectivirus	Genus	2.4e-51
ViPhOG4248	Cyprinivirus	Genus	7.1e-202
ViPhOG3676	Asfivirus	Genus	0.0008
ViPhOG27559	Pepyhexavirus	Genus	4.8e-86
ViPhOG10088	Deltacoronavirus	Genus	3e-115
ViPhOG6264	Sapovirus	Genus	3.4e-22
ViPhOG257	Closterovirus	Genus	9e-110
ViPhOG26996	Nepovirus	Genus	4.6e-21
ViPhOG10987	Bixzunavirus	Genus	1.7e-42
ViPhOG10276	Vhmlvirus	Genus	1.9e-57
ViPhOG10114	Cytomegalovirus	Genus	1.5e-20
ViPhOG16865	Alphabaculovirus	Genus	1.5e-07
ViPhOG1625	Orthopoxvirus	Genus	1.6e-184
ViPhOG1281	Mastadenovirus	Genus	3.7e-06
ViPhOG16951	Nickievirus	Genus	3.2e-295
ViPhOG10852	Pegunavirus	Genus	1.1e-24
ViPhOG3296	Alphabaculovirus	Genus	2.1e-41
ViPhOG29142	Phicbkvirus	Genus	1.7e-129
ViPhOG21661	Lilyvirus	Genus	2.3e-24
ViPhOG30167	Cequinquevirus	Genus	7.4e-80
ViPhOG16487	Timquatrovirus	Genus	5.3e-46
ViPhOG24470	Titanvirus	Genus	3.5e-82
ViPhOG3203	Alphabaculovirus	Genus	9.3e-06
ViPhOG14351	Fromanvirus	Genus	2.7e-26
ViPhOG10632	Fletchervirus	Genus	3.5e-95
ViPhOG6431	Ebolavirus	Genus	3.7e-131
ViPhOG4535	Moonvirus	Genus	1.2e-33
ViPhOG27	Cytomegalovirus	Genus	1e-161
ViPhOG11769	Aviadenovirus	Genus	1.6e-09
ViPhOG8094	Mimivirus	Genus	1.2e-33
ViPhOG8045	Mimivirus	Genus	2.8e-75
ViPhOG1629	Orthopoxvirus	Genus	2.2e-41
ViPhOG11695	Simplexvirus	Genus	2.2e-36
ViPhOG27972	Yokohamavirus	Genus	5.8e-101
ViPhOG17637	Mimivirus	Genus	6.6e-18
ViPhOG8543	Cytomegalovirus	Genus	2e-41
ViPhOG10174	Cytomegalovirus	Genus	4.1e-15
ViPhOG3717	Asfivirus	Genus	0.00033
ViPhOG25454	Betafusellovirus	Genus	2.4e-44
ViPhOG11078	Pegunavirus	Genus	5e-66
ViPhOG6341	Orthopoxvirus	Genus	2.9e-55
ViPhOG23728	Lomovskayavirus	Genus	2.5e-57
ViPhOG13698	Potyvirus	Genus	0.00029
ViPhOG3232	Alphabaculovirus	Genus	8.4e-74
ViPhOG10227	Alphacoronavirus	Genus	1.2e-32
ViPhOG11362	Phifelvirus	Genus	6.4e-55
ViPhOG10146	Cytomegalovirus	Genus	1.6e-28
ViPhOG23389	Cytomegalovirus	Genus	4.6e-16
ViPhOG27397	Yuavirus	Genus	6.3e-33
ViPhOG108	Cytomegalovirus	Genus	6.2e-68
ViPhOG9010	Cytomegalovirus	Genus	3.8e-09
ViPhOG8612	Hendrixvirus	Genus	4.5e-68
ViPhOG14170	Kostyavirus	Genus	2.3e-35
ViPhOG1098	Lymphocryptovirus	Genus	1.5e-37
ViPhOG9983	Bixzunavirus	Genus	2.6e-98
ViPhOG12394	Brujitavirus	Genus	3.1e-20
ViPhOG817	Simplexvirus	Genus	4.1e-27
ViPhOG4138	Muromegalovirus	Genus	3.1e-11
ViPhOG26652	Krischvirus	Genus	2.4e-60
ViPhOG1566	Orthopoxvirus	Genus	4.1e-179
ViPhOG17393	Mimivirus	Genus	3.8e-81
ViPhOG20768	Cequinquevirus	Genus	8.7e-57
ViPhOG12498	Fromanvirus	Genus	5.6e-35
ViPhOG18799	Lightbulbvirus	Genus	3.1e-62
ViPhOG8521	Cytomegalovirus	Genus	2.9e-05
ViPhOG12386	Etatorquevirus	Genus	1e-12
ViPhOG7850	Mimivirus	Genus	6.1e-19
ViPhOG9973	Bixzunavirus	Genus	1.6e-102
ViPhOG3788	Asfivirus	Genus	5.1e-27
ViPhOG6188	Kayvirus	Genus	1.7e-34
ViPhOG1604	Orthopoxvirus	Genus	4e-62
ViPhOG25133	Chlorovirus	Genus	4.1e-95
ViPhOG3958	Muromegalovirus	Genus	1.4e-194
ViPhOG27919	Mieseafarmvirus	Genus	1.3e-176
ViPhOG15108	Mimivirus	Genus	1.7e-06
ViPhOG7491	Mimivirus	Genus	1.6e-63
ViPhOG144	Roseolovirus	Genus	9.7e-73
ViPhOG1603	Orthopoxvirus	Genus	3.3e-64
ViPhOG10872	Pegunavirus	Genus	9.3e-25
ViPhOG3955	Muromegalovirus	Genus	3.7e-134
ViPhOG14086	Omegavirus	Genus	5.2e-80
ViPhOG10090	Deltacoronavirus	Genus	3.1e-07
ViPhOG14873	Mimivirus	Genus	0.00038
ViPhOG1445	Rhadinovirus	Genus	5e-66
ViPhOG24140	Emdodecavirus	Genus	1.3e-40
ViPhOG23312	Slashvirus	Genus	5e-32
ViPhOG17237	Pahexavirus	Genus	1.6e-48
ViPhOG17131	Circovirus	Genus	4.4e-67
ViPhOG9975	Bixzunavirus	Genus	2.4e-120
ViPhOG3940	Mastadenovirus	Genus	0.00043
ViPhOG18817	Ficleduovirus	Genus	1.3e-38
ViPhOG7745	Mimivirus	Genus	3.1e-188
ViPhOG9352	Orthopoxvirus	Genus	3.8e-18
ViPhOG30323	Vhmlvirus	Genus	9.1e-96
ViPhOG3279	Alphabaculovirus	Genus	2e-120
ViPhOG670	Mastadenovirus	Genus	2.2e-06
ViPhOG10111	Cytomegalovirus	Genus	1.3e-32
ViPhOG4273	Cyprinivirus	Genus	8.9e-34
ViPhOG7507	Mimivirus	Genus	4.6e-138
ViPhOG11088	Kostyavirus	Genus	2e-58
ViPhOG9984	Bixzunavirus	Genus	3.9e-108
ViPhOG12211	Prasinovirus	Genus	2.7e-27
ViPhOG3473	Avipoxvirus	Genus	2.1e-42
ViPhOG11132	Kostyavirus	Genus	1.9e-51
ViPhOG27409	Yuavirus	Genus	8e-33
ViPhOG8537	Cytomegalovirus	Genus	0.00028
ViPhOG20925	Simplexvirus	Genus	3.8e-05
ViPhOG14980	Bixzunavirus	Genus	1.9e-48
ViPhOG10986	Bixzunavirus	Genus	1.3e-43
ViPhOG1569	Orthopoxvirus	Genus	1.7e-81
ViPhOG23634	Certrevirus	Genus	7.8e-119
ViPhOG19198	Pandoravirus	Genus	7.3e-123
ViPhOG30319	Hendrixvirus	Genus	1.8e-19
ViPhOG9968	Bixzunavirus	Genus	2.8e-210
ViPhOG4783	Varicellovirus	Genus	4.3e-93
ViPhOG3720	Asfivirus	Genus	5.6e-27
ViPhOG18550	Marseillevirus	Genus	1.5e-33
ViPhOG6372	Cytomegalovirus	Genus	3.3e-20
ViPhOG20615	Varicellovirus	Genus	1.6e-10
ViPhOG13971	Cheoctovirus	Genus	1.6e-58
ViPhOG1595	Orthopoxvirus	Genus	5.4e-94
ViPhOG1533	Orthopoxvirus	Genus	1.7e-214
ViPhOG22629	Dhakavirus	Genus	9.2e-34
ViPhOG11694	Simplexvirus	Genus	1.1e-05
ViPhOG8914	Cytomegalovirus	Genus	5.1e-18
ViPhOG18046	Andromedavirus	Genus	1.7e-33
ViPhOG10808	Pegunavirus	Genus	2.1e-32
ViPhOG7121	Mimivirus	Genus	2.1e-149
ViPhOG17575	Mimivirus	Genus	4.2e-26
ViPhOG12916	Schizotequatrovirus	Genus	0.0
ViPhOG1634	Orthopoxvirus	Genus	2.8e-144
ViPhOG10877	Pegunavirus	Genus	3e-47
ViPhOG8496	Cytomegalovirus	Genus	7.1e-06
ViPhOG10888	Pegunavirus	Genus	7.4e-18
ViPhOG22908	Titanvirus	Genus	6.4e-43
ViPhOG15668	Iltovirus	Genus	9.7e-219
ViPhOG10868	Pegunavirus	Genus	8.1e-45
ViPhOG17265	Pegunavirus	Genus	4e-18
ViPhOG1091	Lymphocryptovirus	Genus	1.6e-148
ViPhOG10869	Pegunavirus	Genus	4.8e-68
ViPhOG10812	Pegunavirus	Genus	9e-25
ViPhOG17616	Mimivirus	Genus	0.00024
ViPhOG10880	Pegunavirus	Genus	9.2e-28
ViPhOG10873	Pegunavirus	Genus	2.4e-45
ViPhOG1639	Orthopoxvirus	Genus	1.2e-105
ViPhOG7195	Mimivirus	Genus	3.8e-15
ViPhOG25708	Avipoxvirus	Genus	1.8e-12
ViPhOG19445	Pandoravirus	Genus	3.6e-13
ViPhOG22618	Mosigvirus	Genus	6.7e-26
ViPhOG16949	Nickievirus	Genus	7.3e-33
ViPhOG10862	Pegunavirus	Genus	7.4e-70
ViPhOG1525	Orthopoxvirus	Genus	1.2e-124
ViPhOG859	Simplexvirus	Genus	4.4e-07
ViPhOG28717	Chloriridovirus	Genus	1.5e-53
ViPhOG6998	Mimivirus	Genus	9.3e-32
ViPhOG12276	Chlorovirus	Genus	3.3e-25
ViPhOG28729	Chloriridovirus	Genus	1.2e-59
ViPhOG25935	Yatapoxvirus	Genus	5.8e-52
ViPhOG15290	Mimivirus	Genus	1.7e-48
ViPhOG825	Simplexvirus	Genus	2e-63
ViPhOG30896	Chloriridovirus	Genus	1.2e-52
ViPhOG222	Betapolyomavirus	Genus	1.9e-30
ViPhOG11143	Kostyavirus	Genus	5.2e-50
ViPhOG11284	Unaquatrovirus	Genus	6.2e-122
ViPhOG6382	Cytomegalovirus	Genus	1.1e-05
ViPhOG10818	Pegunavirus	Genus	7.5e-67
ViPhOG17593	Mimivirus	Genus	5.1e-07
ViPhOG15332	Mimivirus	Genus	2.8e-22
ViPhOG27878	Pepyhexavirus	Genus	1e-132
ViPhOG10844	Pegunavirus	Genus	2.3e-09
ViPhOG14723	Iotatorquevirus	Genus	2.3e-10
ViPhOG6971	Mimivirus	Genus	2.1e-07
ViPhOG3316	Polerovirus	Genus	2e-24
ViPhOG10832	Pegunavirus	Genus	2.9e-48
ViPhOG9958	Bixzunavirus	Genus	3.6e-55
ViPhOG10683	Kayvirus	Genus	1.3e-24
ViPhOG9069	Macavirus	Genus	1.5e-34
ViPhOG10794	Pegunavirus	Genus	7.9e-32
ViPhOG16077	Siminovitchvirus	Genus	3.8e-161
ViPhOG10871	Pegunavirus	Genus	1.4e-51
ViPhOG13828	Mamastrovirus	Genus	4.1e-09
ViPhOG25035	Chlorovirus	Genus	2.3e-21
ViPhOG487	Mamastrovirus	Genus	1.5e-12
ViPhOG4251	Cyprinivirus	Genus	3e-147
ViPhOG17926	Nepovirus	Genus	1.3e-206
ViPhOG1587	Orthopoxvirus	Genus	1.2e-70
ViPhOG657	Mastadenovirus	Genus	7.3e-05
ViPhOG1916	Detrevirus	Genus	4.5e-63
ViPhOG22289	Torovirus	Genus	2.7e-140
ViPhOG1134	Lymphocryptovirus	Genus	4.5e-34
ViPhOG6200	Kayvirus	Genus	5.9e-27
ViPhOG10793	Pegunavirus	Genus	2.4e-69
ViPhOG1673	Orthopoxvirus	Genus	1.2e-152
ViPhOG28419	Orthoreovirus	Genus	2.2e-29
ViPhOG872	Simplexvirus	Genus	3.3e-24
ViPhOG21415	Chlorovirus	Genus	4.1e-48
ViPhOG3235	Alphabaculovirus	Genus	3.4e-06
ViPhOG10498	Asfivirus	Genus	1.3e-29
ViPhOG27607	Chlorovirus	Genus	2.4e-11
ViPhOG11150	Kostyavirus	Genus	7.8e-66
ViPhOG10881	Pegunavirus	Genus	1.5e-38
ViPhOG14878	Mimivirus	Genus	7.6e-26
ViPhOG10098	Sapovirus	Genus	5.2e-05
ViPhOG25526	Molluscipoxvirus	Genus	1.5e-55
ViPhOG2533	Orthopoxvirus	Genus	5.2e-154
ViPhOG13829	Mamastrovirus	Genus	3.8e-07
ViPhOG10066	Ipomovirus	Genus	1.6e-10
ViPhOG6306	Asfivirus	Genus	2e-20
ViPhOG1230	Rubivirus	Genus	4.4e-39
ViPhOG10833	Pegunavirus	Genus	5.4e-42
ViPhOG23428	Gordtnkvirus	Genus	0.0
ViPhOG10876	Pegunavirus	Genus	2.8e-34
ViPhOG1614	Orthopoxvirus	Genus	4e-281
ViPhOG9961	Bixzunavirus	Genus	0.0
ViPhOG1647	Orthopoxvirus	Genus	5.2e-40
ViPhOG3680	Asfivirus	Genus	0.00034
ViPhOG5912	Agricanvirus	Genus	4.7e-86
ViPhOG10882	Pegunavirus	Genus	2.1e-48
ViPhOG10496	Asfivirus	Genus	1.8e-23
ViPhOG30719	Ithacavirus	Genus	4.4e-44
ViPhOG31035	Timquatrovirus	Genus	3.6e-09
ViPhOG16348	Rhadinovirus	Genus	1.1e-69
ViPhOG2050	Lentivirus	Genus	3.6e-41
ViPhOG23760	Tequintavirus	Genus	5.2e-51
ViPhOG19772	Sepunavirus	Genus	7.9e-31
ViPhOG26371	Crinivirus	Genus	1.7e-110
ViPhOG8122	Mimivirus	Genus	3.5e-29
ViPhOG3536	Avipoxvirus	Genus	1.2e-16
ViPhOG8558	Cytomegalovirus	Genus	1.9e-135
ViPhOG24725	Pakpunavirus	Genus	3.3e-174
ViPhOG10502	Asfivirus	Genus	8.8e-41
ViPhOG3690	Asfivirus	Genus	4.6e-44
ViPhOG11131	Kostyavirus	Genus	1.9e-50
ViPhOG3696	Asfivirus	Genus	1.8e-44
ViPhOG7170	Mimivirus	Genus	4.5e-99
ViPhOG12	Pegivirus	Genus	2.3e-22
ViPhOG3693	Asfivirus	Genus	4.2e-31
ViPhOG12589	Iflavirus	Genus	4e-44
ViPhOG3691	Asfivirus	Genus	5.3e-44
ViPhOG10497	Asfivirus	Genus	6.1e-33
ViPhOG11671	Pegunavirus	Genus	4.1e-19
ViPhOG10309	Asfivirus	Genus	6.3e-36
ViPhOG1552	Orthopoxvirus	Genus	2.9e-122
ViPhOG20835	Solendovirus	Genus	1.7e-90
ViPhOG11198	Kostyavirus	Genus	4.9e-49
ViPhOG10792	Pegunavirus	Genus	1e-44
ViPhOG6160	Kayvirus	Genus	1.1e-54
ViPhOG11268	Penstyldensovirus	Genus	7.6e-232
ViPhOG23494	Tinduovirus	Genus	5.2e-149
ViPhOG11966	Karamvirus	Genus	1.1e-60
ViPhOG12668	Fromanvirus	Genus	0.0004
ViPhOG1600	Orthopoxvirus	Genus	2.5e-40
ViPhOG25063	Chlorovirus	Genus	4.8e-38
ViPhOG25723	Avipoxvirus	Genus	2.8e-36
ViPhOG23204	Pagevirus	Genus	5.4e-120
ViPhOG25125	Chlorovirus	Genus	3.4e-36
ViPhOG25029	Chlorovirus	Genus	1.5e-27
ViPhOG3697	Asfivirus	Genus	8.5e-34
ViPhOG1277	Mastadenovirus	Genus	2.9e-06
ViPhOG8799	Kochikohdavirus	Genus	3.2e-30
ViPhOG3312	Polerovirus	Genus	1.3e-45
ViPhOG24359	Acadianvirus	Genus	6.6e-36
ViPhOG714	Metapneumovirus	Genus	5.1e-12
ViPhOG26462	Chenonavirus	Genus	1.1e-21
ViPhOG1060	Lymphocryptovirus	Genus	4.9e-33
ViPhOG10501	Asfivirus	Genus	2.2e-41
ViPhOG15632	Iltovirus	Genus	4.3e-125
ViPhOG10841	Pegunavirus	Genus	2.7e-39
ViPhOG4975	Cheoctovirus	Genus	4e-110
ViPhOG1105	Lymphocryptovirus	Genus	4.3e-08
ViPhOG10729	Iotatorquevirus	Genus	0.00029
ViPhOG8836	Kobuvirus	Genus	2e-05
ViPhOG8522	Cytomegalovirus	Genus	1.5e-33
ViPhOG21943	Corndogvirus	Genus	1.6e-63
ViPhOG10137	Cytomegalovirus	Genus	2.3e-92
ViPhOG15875	Betaarterivirus	Genus	2.5e-08
ViPhOG4999	Prasinovirus	Genus	1e-36
ViPhOG9034	Orthopoxvirus	Genus	1e-60
ViPhOG11222	Parapoxvirus	Genus	1.2e-63
ViPhOG1646	Orthopoxvirus	Genus	1.4e-147
ViPhOG18649	Jimmervirus	Genus	1.1e-67
ViPhOG22615	Gaprivervirus	Genus	4.1e-29
ViPhOG9658	Lentivirus	Genus	2.8e-25
ViPhOG6232	Kayvirus	Genus	1e-10
ViPhOG3334	Gyrovirus	Genus	1.4e-14
ViPhOG27527	Coopervirus	Genus	3.5e-27
ViPhOG23616	Vequintavirus	Genus	3.5e-88
ViPhOG2954	Alphabaculovirus	Genus	3.3e-49
ViPhOG20083	Marseillevirus	Genus	1.8e-113
ViPhOG6131	Bastillevirus	Genus	5.5e-41
ViPhOG9816	Alphapolyomavirus	Genus	1.3e-10
ViPhOG19771	Twortvirus	Genus	7.8e-30
ViPhOG4617	Gaprivervirus	Genus	1.8e-43
ViPhOG10890	Pegunavirus	Genus	3.1e-45
ViPhOG10499	Asfivirus	Genus	2.1e-35
ViPhOG25018	Chlorovirus	Genus	1.1e-159
ViPhOG15204	Mimivirus	Genus	2.5e-14
ViPhOG25062	Chlorovirus	Genus	3.1e-37
ViPhOG6208	Pecentumvirus	Genus	6.8e-35
ViPhOG31130	Orthopoxvirus	Genus	6.1e-86
ViPhOG2046	Lentivirus	Genus	0.00074
ViPhOG18067	Andromedavirus	Genus	1.2e-57
ViPhOG10789	Avulavirus	Genus	1.4e-05
ViPhOG11690	Iotatorquevirus	Genus	5.6e-73
ViPhOG17203	Mamastrovirus	Genus	3.6e-12
ViPhOG7907	Mimivirus	Genus	8.9e-41
ViPhOG6154	Kayvirus	Genus	4.7e-34
ViPhOG1540	Orthopoxvirus	Genus	9.8e-299
ViPhOG6263	Deltaretrovirus	Genus	3.9e-66
ViPhOG6153	Kayvirus	Genus	4.4e-38
ViPhOG25447	Saetivirus	Genus	2.6e-99
ViPhOG27760	Trigintaduovirus	Genus	2.3e-44
ViPhOG9976	Bixzunavirus	Genus	0.0
ViPhOG1574	Orthopoxvirus	Genus	1.7e-141
ViPhOG10338	Firehammervirus	Genus	7.3e-38
ViPhOG18087	Andromedavirus	Genus	2.1e-81
ViPhOG10594	Fletchervirus	Genus	5.3e-106
ViPhOG8541	Cytomegalovirus	Genus	4.5e-50
ViPhOG25657	Betaentomopoxvirus	Genus	4.2e-234
ViPhOG14408	Cheoctovirus	Genus	7.1e-73
ViPhOG6145	Bastillevirus	Genus	3.2e-93
ViPhOG2963	Betanudivirus	Genus	4.3e-53
ViPhOG6196	Kayvirus	Genus	8.2e-67
ViPhOG7493	Mimivirus	Genus	1.2e-164
ViPhOG27993	Barnyardvirus	Genus	1.5e-33
ViPhOG9297	Pagevirus	Genus	5.2e-30
ViPhOG1599	Orthopoxvirus	Genus	1.1e-22
ViPhOG11893	Slopekvirus	Genus	1.9e-101
ViPhOG22660	Moonvirus	Genus	1.1e-40
ViPhOG1557	Orthopoxvirus	Genus	7.9e-214
ViPhOG18301	Proboscivirus	Genus	1e-66
ViPhOG8542	Cytomegalovirus	Genus	2.5e-37
ViPhOG16726	Tulanevirus	Genus	1.6e-28
ViPhOG12416	Cheoctovirus	Genus	8.8e-48
ViPhOG27321	Pepyhexavirus	Genus	1.8e-44
ViPhOG8658	Pecentumvirus	Genus	1.2e-29
ViPhOG333	Cardiovirus	Genus	9.4e-12
ViPhOG8121	Mimivirus	Genus	2e-131
ViPhOG8912	Cytomegalovirus	Genus	9.9e-23
ViPhOG2536	Orthopoxvirus	Genus	4.8e-54
ViPhOG831	Simplexvirus	Genus	3.4e-06
ViPhOG23129	Kochikohdavirus	Genus	0.0
ViPhOG13999	Omegavirus	Genus	1.2e-63
ViPhOG27912	Mieseafarmvirus	Genus	4.7e-59
ViPhOG3344	Begomovirus	Genus	0.00081
ViPhOG3620	Luteovirus	Genus	1.4e-05
ViPhOG25286	Chlorovirus	Genus	8.5e-25
ViPhOG25241	Chlorovirus	Genus	4.4e-51
ViPhOG30160	Cequinquevirus	Genus	2.8e-47
ViPhOG21704	Cheoctovirus	Genus	2.2e-37
ViPhOG134	Cytomegalovirus	Genus	3.2e-72
ViPhOG27921	Mieseafarmvirus	Genus	1.3e-81
ViPhOG1293	Mastadenovirus	Genus	0.00091
ViPhOG11768	Aviadenovirus	Genus	3.4e-18
ViPhOG16901	Bifseptvirus	Genus	9.6e-30
ViPhOG25157	Chlorovirus	Genus	3e-10
ViPhOG7125	Mimivirus	Genus	6.8e-253
ViPhOG17461	Mimivirus	Genus	1.2e-09
ViPhOG16653	Penstyldensovirus	Genus	3.2e-281
ViPhOG1590	Orthopoxvirus	Genus	3.8e-142
ViPhOG7243	Mimivirus	Genus	2.8e-35
ViPhOG25908	Betaentomopoxvirus	Genus	1.2e-64
ViPhOG1107	Lymphocryptovirus	Genus	6e-34
ViPhOG960	Alphamesonivirus	Genus	0.0
ViPhOG23960	Emdodecavirus	Genus	1.3e-106
ViPhOG10402	Firehammervirus	Genus	0.0
ViPhOG21983	Corndogvirus	Genus	8.2e-222
ViPhOG6404	Gammacoronavirus	Genus	5.7e-20
ViPhOG26556	Xipdecavirus	Genus	3e-63
ViPhOG4508	Dhakavirus	Genus	1.7e-35
ViPhOG8803	Alphacoronavirus	Genus	1.4e-08
ViPhOG6219	Caeruleovirus	Genus	8.9e-63
ViPhOG10807	Pegunavirus	Genus	1.9e-25
ViPhOG7117	Mimivirus	Genus	3.9e-75
ViPhOG17456	Mimivirus	Genus	5.6e-40
ViPhOG716	Metapneumovirus	Genus	4.4e-58
ViPhOG23203	Pagevirus	Genus	0.0
ViPhOG8678	Pecentumvirus	Genus	5.8e-235
ViPhOG1597	Orthopoxvirus	Genus	1.1e-140
ViPhOG16675	Pahexavirus	Genus	1.1e-42
ViPhOG1668	Orthopoxvirus	Genus	6.1e-19
ViPhOG3325	Alphacoronavirus	Genus	1.6e-05
ViPhOG11167	Kostyavirus	Genus	3.3e-91
ViPhOG11554	Felixounavirus	Genus	6.2e-27
ViPhOG29137	Certrevirus	Genus	1.5e-85
ViPhOG7581	Mimivirus	Genus	1.8e-44
ViPhOG925	Potyvirus	Genus	5.3e-06
ViPhOG7535	Mimivirus	Genus	1.5e-164
ViPhOG10864	Pegunavirus	Genus	1.4e-42
ViPhOG30974	Cequinquevirus	Genus	1.5e-26
ViPhOG3255	Alphabaculovirus	Genus	8.1e-57
ViPhOG6184	Bequatrovirus	Genus	3.9e-220
ViPhOG5848	Mimivirus	Genus	1.2e-46
ViPhOG3474	Avipoxvirus	Genus	2.3e-19
ViPhOG11670	Pegunavirus	Genus	4e-29
ViPhOG7209	Mimivirus	Genus	4e-160
ViPhOG20930	Simplexvirus	Genus	2e-05
ViPhOG27169	Prasinovirus	Genus	1.6e-124
ViPhOG13245	Orthopoxvirus	Genus	2.8e-12
